Character,dialogue,season,chapter,to,ProD
Arya Stark, I didn't even know I was playing.,5,6,Waif,"Arya Stark,Waif, I didn't even know I was playing."
Waif, Who are you?,5,6,Arya Stark,"Waif,Arya Stark, Who are you?"
Arya Stark, No one.,5,6,Waif,"Arya Stark,Waif, No one."
Waif, Get back to work.,5,6,Arya Stark,"Waif,Arya Stark, Get back to work."
Arya Stark, Well who are you? What are you doing here? How'd you get here?,5,6,Waif,"Arya Stark,Waif, Well who are you? What are you doing here? How'd you get here?"
Waif," I'm from Westeros. Just like you. Daughter of a Lord. Just like you. Except I was an only child. Heir to his fortune. My mother died. My father remarried and his new wife gave birth to a girl. My stepmother didn't want any rivals for her precious daughter so she tried to kill me with poison. I found out, sought help from the Faceless Men and my father was widowed again. I've been serving them ever since.",5,6,Waif,"Waif,Waif, I'm from Westeros. Just like you. Daughter of a Lord. Just like you. Except I was an only child. Heir to his fortune. My mother died. My father remarried and his new wife gave birth to a girl. My stepmother didn't want any rivals for her precious daughter so she tried to kill me with poison. I found out, sought help from the Faceless Men and my father was widowed again. I've been serving them ever since."
Waif, Was that true or a lie?,5,6,Arya Stark,"Waif,Arya Stark, Was that true or a lie?"
Arya Stark, What?,5,6,Waif,"Arya Stark,Waif, What?"
Waif, Did you believe every word I said?,5,6,Waif,"Waif,Waif, Did you believe every word I said?"
Waif, Get back to work.,5,6,Jaqen,"Waif,Jaqen, Get back to work."
Jaqen, Who are you?,5,6,Jaqen,"Jaqen,Jaqen, Who are you?"
Jaqen, Who are you?,5,6,Arya Stark,"Jaqen,Arya Stark, Who are you?"
Arya Stark, Arya.,5,6,Jaqen,"Arya Stark,Jaqen, Arya."
Jaqen, And where did you come from?,5,6,Arya Stark,"Jaqen,Arya Stark, And where did you come from?"
Arya Stark, Westeros. My family home is Winterfell. I'm the youngest daughter of a great lord. Eddard Stark. He died in battle.,5,6,Jaqen,"Arya Stark,Jaqen, Westeros. My family home is Winterfell. I'm the youngest daughter of a great lord. Eddard Stark. He died in battle."
Jaqen, A lie.,5,6,Arya Stark,"Jaqen,Arya Stark, A lie."
Arya Stark, After he was executed I fled the capital. Had to kill a stable boy. Drove my sword through his back.,5,6,Jaqen,"Arya Stark,Jaqen, After he was executed I fled the capital. Had to kill a stable boy. Drove my sword through his back."
Jaqen, A lie.,5,6,Arya Stark,"Jaqen,Arya Stark, A lie."
Arya Stark, I stabbed him in the gut. I tried to find my mother and brother. I never did. They were murdered by Walder Frey. An outlaw kidnapped me. A man called Polliver.,5,6,Jaqen,"Arya Stark,Jaqen, I stabbed him in the gut. I tried to find my mother and brother. I never did. They were murdered by Walder Frey. An outlaw kidnapped me. A man called Polliver."
Jaqen, A lie.,5,6,Arya Stark,"Jaqen,Arya Stark, A lie."
Arya Stark," A man called the Hound. Sandor Clegane. He tried to sell me but was wounded in a fight. He begged me to kill him but I wouldn't. I left him in the mountains to die. I wanted him to suffer, I hated him.",5,6,Arya Stark,"Arya Stark,Arya Stark, A man called the Hound. Sandor Clegane. He tried to sell me but was wounded in a fight. He begged me to kill him but I wouldn't. I left him in the mountains to die. I wanted him to suffer, I hated him."
Arya Stark, I hated him.,5,6,Arya Stark,"Arya Stark,Arya Stark, I hated him."
Arya Stark, I hated him!,5,6,Arya Stark,"Arya Stark,Arya Stark, I hated him!"
Arya Stark, That's not a lie!,5,6,Jaqen,"Arya Stark,Jaqen, That's not a lie!"
Jaqen, The girl lies. To me. To the Many Faced God. To herself. Does she truly want to be no one?,5,6,Arya Stark,"Jaqen,Arya Stark, The girl lies. To me. To the Many Faced God. To herself. Does she truly want to be no one?"
Arya Stark, Yes.,5,6,Arya Stark,"Arya Stark,Arya Stark, Yes."
Arya Stark, I'm not playing this stupid game anymore!,5,6,Jaqen,"Arya Stark,Jaqen, I'm not playing this stupid game anymore!"
Jaqen, We never stop playing.,5,6,Tyrion Lannister,"Jaqen,Tyrion Lannister, We never stop playing."
Tyrion Lannister," So, those villages we were supposed to find. We can't live on berries and roots.",5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, So, those villages we were supposed to find. We can't live on berries and roots."
Jorah Mormont, I can.,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, I can."
Tyrion Lannister, You're not hungry?,5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, You're not hungry?"
Jorah Mormont, Of course I'm hungry.,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, Of course I'm hungry."
Tyrion Lannister," You're an awful travelling companion, do you know that? Possibly the least charming man I have ever met.",5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, You're an awful travelling companion, do you know that? Possibly the least charming man I have ever met."
Jorah Mormont, I am not your travelling companion.,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, I am not your travelling companion."
Tyrion Lannister, We are travelling together. In each other's company. Therefore...,5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, We are travelling together. In each other's company. Therefore..."
Jorah Mormont, Do you ever shut up?,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, Do you ever shut up?"
Tyrion Lannister, I sailed from King's Landing to Pentos in a crate. Without ever saying a word.,5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, I sailed from King's Landing to Pentos in a crate. Without ever saying a word."
Jorah Mormont, Why?,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, Why?"
Tyrion Lannister, Never occurred to you to ask why until now? You never wondered why Tyrion Lannister decided to visit a brothel in Volantis.,5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, Never occurred to you to ask why until now? You never wondered why Tyrion Lannister decided to visit a brothel in Volantis."
Jorah Mormont, I'm sure you've visited many brothels in many cities.,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, I'm sure you've visited many brothels in many cities."
Tyrion Lannister, I killed my father. He wanted to execute me for a crime I didn't commit. And he was fucking the woman I loved.,5,6,Tyrion Lannister,"Tyrion Lannister,Tyrion Lannister, I killed my father. He wanted to execute me for a crime I didn't commit. And he was fucking the woman I loved."
Tyrion Lannister," As miserable as you are, Mormont, at least your father was a good man.",5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, As miserable as you are, Mormont, at least your father was a good man."
Jorah Mormont, What do you know about my father?,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, What do you know about my father?"
Tyrion Lannister," I met him. I visited the Wall. When I asked him about his men he knew all the stories, every one of them. He actually cared about the people in his command. How did they put it in the Watch? We shall never see his like again.”",5,6,Tyrion Lannister,"Tyrion Lannister,Tyrion Lannister, I met him. I visited the Wall. When I asked him about his men he knew all the stories, every one of them. He actually cared about the people in his command. How did they put it in the Watch? We shall never see his like again.”"
Tyrion Lannister, You didn't know. I'm sorry. I am.,5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, You didn't know. I'm sorry. I am."
Jorah Mormont, How?,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, How?"
Tyrion Lannister, I only know what I heard,5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, I only know what I heard"
Jorah Mormont, How?,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, How?"
Tyrion Lannister, He was leading an expedition beyond the wall. There was a mutiny. He was murdered by his own men.,5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, He was leading an expedition beyond the wall. There was a mutiny. He was murdered by his own men."
Jorah Mormont, We better keep moving.,5,6,Man,"Jorah Mormont,Man, We better keep moving."
Man, Valar morghulis.,5,6,Arya Stark,"Man,Arya Stark, Valar morghulis."
Arya Stark, Valar dohaeris.,5,6,Man,"Arya Stark,Man, Valar dohaeris."
Man, I have nowhere else to go. I've taken her to every healer in Braavos. I've spent every penny I had. She suffers every day of her life. I just want it to end.,5,6,Girl,"Man,Girl, I have nowhere else to go. I've taken her to every healer in Braavos. I've spent every penny I had. She suffers every day of her life. I just want it to end."
Girl, It hurts.,5,6,Arya Stark,"Girl,Arya Stark, It hurts."
Arya Stark," I know. Don't be afraid. I used to be like you. I was sick. I was dying. But my father never gave up on me. He loved me. More than anything in the world, just like your father loves you. So he brought me here. My father prayed to the many faced god. And I drank the water from this fountain. It healed me.",5,6,Arya Stark,"Arya Stark,Arya Stark, I know. Don't be afraid. I used to be like you. I was sick. I was dying. But my father never gave up on me. He loved me. More than anything in the world, just like your father loves you. So he brought me here. My father prayed to the many faced god. And I drank the water from this fountain. It healed me."
Arya Stark, I've devoted my life to him now. You don't want to hurt anymore. Drink.,5,6,Jaqen,"Arya Stark,Jaqen, I've devoted my life to him now. You don't want to hurt anymore. Drink."
Jaqen," Is the girl ready to give up her ears, her nose, her tongue, her hopes and dreams, her loves and hates, all that makes a girl who she is, forever?",5,6,Jaqen,"Jaqen,Jaqen, Is the girl ready to give up her ears, her nose, her tongue, her hopes and dreams, her loves and hates, all that makes a girl who she is, forever?"
Jaqen, No. The girl is not ready to become no one. But she is ready to become someone else.,5,6,Tyrion Lannister,"Jaqen,Tyrion Lannister, No. The girl is not ready to become no one. But she is ready to become someone else."
Tyrion Lannister," Why Daenerys? Why is she worth all this? As I recall, the Mormonts fought against the Targaryens during Robert's Rebellion.",5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, Why Daenerys? Why is she worth all this? As I recall, the Mormonts fought against the Targaryens during Robert's Rebellion."
Jorah Mormont, Do you believe in anything?,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, Do you believe in anything?"
Tyrion Lannister, I believe in many things.,5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, I believe in many things."
Jorah Mormont," In something greater than ourselves, I mean. The Gods. Destiny. Do you believe there's a plan for this world?",5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, In something greater than ourselves, I mean. The Gods. Destiny. Do you believe there's a plan for this world?"
Tyrion Lannister, No.,5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, No."
Jorah Mormont," Neither did I. I was a cynic, just like you. Then I saw a girl step into a great fire with three stone eggs. When the fire burned out I thought I'd find her blackened bones. Instead I found her. Daenerys. Alive and unhurt. Holding her baby dragons. Have you ever heard baby dragons singing?",5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, Neither did I. I was a cynic, just like you. Then I saw a girl step into a great fire with three stone eggs. When the fire burned out I thought I'd find her blackened bones. Instead I found her. Daenerys. Alive and unhurt. Holding her baby dragons. Have you ever heard baby dragons singing?"
Tyrion Lannister, No.,5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, No."
Jorah Mormont, It's hard to be a cynic after that.,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, It's hard to be a cynic after that."
Tyrion Lannister, Doesn't mean she's going to be a great queen.,5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, Doesn't mean she's going to be a great queen."
Jorah Mormont, No it doesn't.,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, No it doesn't."
Tyrion Lannister," The Targaryens are famously insane. What if she conquers the world? Then what? 1,000 years of peace and prosperity?",5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, The Targaryens are famously insane. What if she conquers the world? Then what? 1,000 years of peace and prosperity?"
Jorah Mormont, First we have to conquer the world.,5,6,Tyrion Lannister,"Jorah Mormont,Tyrion Lannister, First we have to conquer the world."
Tyrion Lannister," We? Alright, let's assume your dreams come true. She's ecstatic when you bring her this enemy dwarf. She hacks off my head and restores your position. You command her army, sail to Westeros, defeat all your enemies, then watch as she climbs those steps and sits on the Iron Throne. Hurrah, long live the Queen. Then what?",5,6,Jorah Mormont,"Tyrion Lannister,Jorah Mormont, We? Alright, let's assume your dreams come true. She's ecstatic when you bring her this enemy dwarf. She hacks off my head and restores your position. You command her army, sail to Westeros, defeat all your enemies, then watch as she climbs those steps and sits on the Iron Throne. Hurrah, long live the Queen. Then what?"
